id,title,year,taglines
3491363,"Celluloid #1",2007,"How soft is your celebrity?"
3491406,"Celsius 41.11: The Temperature at Which the Brain... Begins to Die",2004,"The truth behind the lies of Fahrenheit 9/11"
3491518,"Cemetery Gates",2006,"Trespassers will be eaten!,She just wants to play... with your corpse!,Rest in pieces"
3491848,Centipede!,2004,"100 ways to die.,Deep in the Earth Terror Awaits.,Evil Comes In Many Sizes"
3491887,"Central Enforcement",2004,"Humans help restore law and order on a dying planet in Orion Star System"
3493283,"Chainsaw Sally",2004,"Killing is in Her Blood!"
3493541,Chalk,2006,"Real teaching leaves a mark.,Real Teaching Leaves a Mark"
3493996,Champion,2005,"This is his story."
3494075,Champions,2006,"Time To Stroke The Planet"
3494431,"Chandler Hall",2005,"Life... Love... Sacrifice... Those were the thoughts, those were the images."
3494725,"Change of Life",2006,"Everyone thinks of changing the world, but no one thinks of changing themselves."
3494968,"Changing Spots",2006,"The future is as close and as far away...as home."
3495301,Chaos,2005,"The most brutal movie ever made,Angelica is Dying a Very Unnatural Death ... But the Worst Hasn't Happened to Her Yet.,WARNING: 'Chaos' is the most brutal, horrifying film ever made. Watch at your own risk.,Angelica, eighteen, is dying. Even for her the worst is yet to come!,She encountered CHAOS,It's only a movie"
3495302,Chaos,2005,"When the system breaks down... someone is about to get rich.,When the system breaks down - It's the good cops vs. the bad cops"
3495320,"Chaos and Order: Making American Theater",2005,"The theater is not going anywhere,; it's too important."
3495366,"Chaos Unlimited",2006,"Desperate People Are Dangerous People,Fate is a Vindictive Bitch"
3495536,"Chapter 27",2007,"No one can survive becoming a legend.,He came to New York to meet John Lennon...and the world changed forever"
3496219,"Charlie and the Chocolate Factory",2005,"Oompa-Loompas are crazy for Coco-Beans,The Factory Opens July 2005.,Willy Wonka Is semi-sweet and nuts,Charlie Is lucky to be there,Mike Thinks candy is a waste of time,Veruca Is a very bad nut,Violet Keeps her eyes on the prize,Augustus Is what he eats"
3496241,"Charlie Bartlett",2007,"When Charlie Bartlett listens everyone talks.,Popularity is a state of mind.,First come. First cured.,people like *you* ARE THE REASON people like *me* NEED MEDICATION"
3496448,"Charlie the Ox",2004,"Crime only pays when you work alone."
3496465,"Charlie Wilson's War",2007,"A stiff drink. A little mascara. A lot of nerve. Who said they couldn't bring down the Soviet empire.,Based on a true story. You think we could make all this up?,When the world wasn't watching, they changed it forever.,Based On The Outrageous True Story."
3496480,"Charlie's Angels: Full Throttle",2003,"This summer the Angels are back."
3496542,"Charlie's Party",2005,"Six Friends, Three Rooms, One Bad Idea"
3496665,"Charlotte's Web",2006,"Pig Tales,From the most beloved story of our time.,Something unexpected, unbelievable, unforgettable.,This Christmas, help is coming from above.,Honk if you love pigs.,Help Is Coming From Above."
3496720,"Charm City",2006,"Love. Loyalty. Murder."
3496991,"Chasin' Gus' Ghost",2007,"The Jug Band Movie!"
3497094,"Chasing Darkness",2007,"Be careful what you chase after, it just might find you."
3497118,"Chasing Erections",2005,"Can a ladies man ever change his ways,In a society that focuses on the latest and the greatest, in with the new and out with the old, can anyone really hope to live happily ever after?"
3497136,"Chasing Ghosts",2005,"How do you chase a serial killer you can't see?,If you don't catch up to your past, it will catch up to you"
3497161,"Chasing Holden",2003,"School's out ... for good!,Fulfilling a quest, catching the girl ... Chasing Holden,The Stars of ""Road Trip"" Are Off on a Brand New Adventure!"
3497189,"Chasing Liberty",2004,"Every family has a rebel. Even the First Family.,How do you fall in love with the whole world watching?"
3497221,"Chasing October",2007,"How far would you go to create a miracle?"
3497223,"Chasing Papi",2003,"Three women. Three cities. Three times the trouble."
3497365,"Chasing the Dream",2007,"If you're going to be the next Kelly Slater, We'll let you know."
3497379,"Chasing the Horizon",2006,"Life's a Journey not a Destination"
3497560,Chastity,2005,"All Roads Lead to Yourself"
3497641,"Chath: A Roof Without Walls",2007,"A Roof Without Walls"
3497698,Chattel,2003,"Research animal facilities and the campaigns and individuals working to close them down"
3498076,"Cheaper by the Dozen",2003,"This Christmas The More... The Scarier!,Growing pains? They've got twelve of them!"
3498078,"Cheaper by the Dozen 2",2005,"This Christmas, you better watch out!,This Christmas You Better Watch Out!,Same Big Family... Even Bigger Adventure."
3498103,"Cheat You Fair: The Story of Maxwell Street",2006,"Where the only color that mattered was green"
3498436,"Checked Out",2003,"As Seen On TV."
3498461,Checkers,2005,"Dad's here... Your Move!"
3498751,"Cheeracise: Cheer Like a Pro",2006,"""For Athletes Who Make Timeouts Worth Watching"""
3499826,"Cherry Crush",2007,"Who's shooting who?,If love is blind, can a crush be deadly?"
3499934,"Cherry Valley",2007,"The Massacre is just the beginning"
3500875,"Chicago 10",2007,"The convention was drama. The trial was comedy.,Speak Your Peace."
3501169,"Chick Flick: The Miracle Mike Story",2003,"Where horror meets comedy in a dark alley"
3501294,"Chicken Little",2005,"Panic,On November 4th, we'll see who's chicken.,Just Tiger,Gone to the Tiger,Not Even A Tiger.,Who's Tiger?,Chicken Little. Movie Big.,This time the sky really is falling.,When it comes to saving the world, it helps to be a little chicken.,A hero will emerge,The end is near."
3501416,"Chicks 101",2004,"From Duds to Studs... one class at a time."
3502704,"Children of Men",2006,"No children. No future. No hope.,The future's a thing of the past.,The last one to die please turn out the light.,The last days of human race.,No child has been born for 18 years.,He must protect our only hope.,In 20 years, women are infertile. No children. No future. No hope. But all that can change in a heartbeat.,The Year 2027."
3504328,"Chivas USA: Sí, se puede",2005,"Two cultures, one team, one goal"
3505079,Choker,2005,"They are here..."
3505286,Chooch,2003,"In the neighborhood of Bocci Park, Queens, God forbid you mess up and someone gives you a nickname. It can stick with you the rest of your life."
3505318,"Choose Connor",2007,"Choose Connor because our children are our future."
3505476,"Choppertown: The Sinners",2005,"A bike's not finished until you put some miles on it with your bros."
3505650,Chosen,2004,"Shh... have faith"
3505849,"Chris & Don. A Love Story",2007,"No one believed they could last so long..."
3506395,"Christmas at Maxwell's",2006,"A film about faith, love and the human spirit"
3506697,"Christmas in Wonderland",2007,"Two kids, a mall, a million in cash, ...what could go wrong?"
3506924,"Christmas with the Kranks",2004,"Their Christmas will turn the town upside down!,No! Ho! Ho!"
3507139,Chromophobia,2005,"Don't live your life in black and white."
3507246,"Chronicles of the Roman Numeral X",2007,"Politics, romance, and murder in a future society.,A futuristic society is embroiled in an ongoing political struggle that involves the murder of a high government official."
3507441,Chrystal,2004,"Life is hard. Love is simple."
3507653,"Chuck Gordon: Professional Juror",2004,"Get ready for a roller coaster ride called justice."
3508070,Chupacabra,2007,"Fear the swamp.,The legend is true...and deadly"
3508129,"Church Ball",2006,"Winning isn't everything..... Yeah Right,It's not how you play the game....it's whether you win or lose."
3509549,"Cinderella Man",2005,"One man's extraordinary fight to save the family he loved.,When America was on its knees, he brought us to our feet."
3509584,"Cinderellas of Sante Fe",2006,"Life isn't a fairy tale when you have to work a job to support your career!"
3509975,"Cineme' Fabrique No. 1",2006,"This man is insignificant! Do not be like him. Do something with your life!"
3510323,"Circadian Rhythm",2005,"Once is an accident, twice is a coincidence, three times is an enemy action.,They erased her past, now she's fighting for a future."
3510770,"Circus Camp",2006,"Danger, tears, love, and laughter. . . it all happens under the big top!"
3510872,"Circus Rosaire",2007,"9 generations. 1 family. The show always goes on, no matter what."
3511279,"Citizen Shane",2004,"Meet Shane Ballard. He's running for sheriff of Lowndes County, Mississippi."
3511295,"Citizen Tanouye",2005,"Eight Students, One Mission. The search is only half their journey."
3512048,"Civic Duty",2006,"The War On Terror Just Came Home,Are You Doing Yours?"
3512242,Cl.One,2005,"A New Kind of Warrior"
3512884,"Class Act",2006,"Prepare for the role of your lifetime."
3512946,"Class of 83",2004,"A symbol of the defining moment of our generation. A symbol of what true freindship is all about.,A symbol of true friendship"
3513240,Claudette,2007,"Where's Your Mommy?"
3513337,Claustrophobia,2003,"The hunt is on.,Everyone is a target."
3513405,Clay,2007,"Clay is Making New Friends..."
3513420,"Clay Fields",2003,"Television kills."
3513486,Clean,2004,"IIn Hollywood, no one gets out clean.,He may be the driver, but he's not in control.,Sex. Addiction. Money. Fame. Greed. Lies. Power. Betrayal. All in a day's work."
3513619,"Clean Up Men",2005,"Comedy should never be this clean"
3513649,Cleaner,2007,"Solving a crime can be dirty work.,With some crimes nobody gets out clean."
3513741,Clear,2007,"Think Clearly For The First Time In Your Life"
3513835,Clearview,2005,"She could see the crime, but could she stop it?"
3514002,"Clerks II",2006,"No Experience Necessary,No Missions, No Mutants, No Man of Steel, No Money, and No Bullshit Catchphrases,Leading the War Against ""Counter"" Terrorism,Standing For Truth. Standing For Justice. Standing Around.,Always Open.,With no power comes no responsibility.,They Still Don't Like You. In Fact, They Like You Even Less."
3514103,Click,2006,"What If You Had A Universal Remote... That Controlled Your Universe?"
3514231,"Clifford's Really Big Movie",2004,"Get ready for Clifford's Biggest, Reddest, Most Amazing Movie!"
3514699,Clockwork,2007,"Know thy hours, for they move like seconds.,Everything like it... nothing to stop it."
3514795,"Clooney vs. Godzilla",2007,"This time it's personal."
3515165,Closer,2004,"If you believe in love at first sight, you never stop looking.,If you believe in love at first sight... Take a closer look.,Those who love at first sight are traitors at every glance. (Italy)"
3515282,"Closing Escrow",2007,"A comedy about Real Estate"
3515309,"Closing the Ring",2007,"Discover the love of a lifetime"
3515341,Closure,2007,"Sometimes it's all you need."
3515447,"Cloud 9",2006,"Beach volleyball just got hotter."
3515503,"Cloud Seven",2005,"Learning to float in twelve minutes."
3515650,Clown,2007,"You can't have slaughter without laughter..."
3515932,"Club Dread",2004,"A vacation to die for.,From the warped minds who brought you Super Troopers.,Sun, Sea, Sex and Slaughter (Ireland DVD)"
3516617,"Coach Carter",2005,"It begins on the street. It ends here."
3516728,Coalition,2004,"A Common Cause."
3516944,"Cocaine Angel",2006,"Good night to all of it."
3516950,"Cocaine Cowboys",2006,"The incredible true story that inspired ""Scarface"" and ""Miami Vice""."
3517678,"Code Name: The Cleaner",2007,"In a dirty world, he's our only hope."
3518183,"Coffee Date",2006,"A Comic Cup of Sexual Confusion"
3518252,"Coffee Therapy",2006,"A day in a coffee shop becomes a comic, charming, bitter-sweet journey through 25 years of psychotherapy."
3518711,"Cold Blood Canyon",2007,"Nothing comes without a price..."
3518803,"Cold Creek Manor",2003,"The perfect house hides the perfect crime."
3518902,"Cold Harbor",2003,"Four brothers. One father. Too many questions."
3518922,"Cold Intelligence",2004,"If you get inside the mind of a serial killer, how do you get out?"
3518950,"Cold Mountain",2003,"If hate sends men to war, then it must be love that brings them home. ( Moviepix Canada),Find your way home,Find the strength. Find the courage. No matter what it takes... find the way home."
3518967,"Cold Ones",2007,"Every Stranger Has a Story."
3519491,Collateral,2004,"It started like any other night"
3519865,"Collier & Co.",2006,"When you're a good ol' boy, growing up can be awfully tough."
3520428,ColorBlind,2005,"Sometimes we need our past to help us make it to our future."
3520975,Coma,2007,"What Will the Outcome Be?"
3521372,"Come as You Are",2005,"Eight old college friends ... Three bizarre days ... One embarrassing secret"
3521382,"Come Away Home",2005,"Sometimes you have to leave home to find your family"
3521492,"Come Early Morning",2006,"Before you fall in love, you need to love yourself."
3521510,"Come Fly with Me Nude",2005,"A story about art, berets, and finding your muse."
3521979,"Comeback Season",2006,"A comedy about boys being boys and girls getting even.,Let the games begin."
3522106,"Comedy Hell",2006,"Laugh... 'til it really hurts."
3522362,"Comic Evangelists",2006,"A divine comedy."
3522791,"Coming Soon",2006,"""The film that sparked a revolution."""
3522951,"Commander 'N Thief",2007,"""The people who cast the votes decide nothing. The people who count the votes decide everything."" - 'Joseph Stalin' (qv)"
3523407,Commit.,2007,"Bite the bullet."
3523482,Common,2007,"A Road Movie... Shotgun."
3523587,"Common Threads: Stories of Life After Trauma",2007,"A story of healing, overcoming obstacles, and understanding the life long effects of abuse and neglect."
3523611,Commune,2005,"Peace and love are only half the story."
3523676,"Community Band: Our Lives in Music",2007,"Every community needs a band, every band needs a community."
3524022,Compadres,2006,"This weeks episode: ""Ladies, mixed signals & baking 101"
3524109,"Company K",2004,"Based on the classic William March novel."
3524156,Compartment,2005,"Four is the number for death."
3525544,"Concrete Skies",2003,"The good guys had nothing to worry about... but Donnie wasn't dead."
3525890,"Conference Room C",2007,"Just business, nothing personal"
3525933,Confession,2005,"Forgive me, Father, for I have sinned."
3526049,Confessions,2006,"When Love Isn't Enough"
3526165,"Confessions of a Pizza Delivery Guy",2007,"The pursuit of life, liberty, and pizza"
3526204,"Confessions of a Superhero",2007,"CONFESSIONS OF A SUPERHERO explores the fascination, obsession and allure of fame through the eyes of some very unique people struggling to make it in Tinseltown."
3526209,"Confessions of a Teenage Drama Queen",2004,"So much drama, so little time.,Make a Scene February 20th,She's making a scene over everything."
3526210,"Confessions of a Teenage Filmmaker: The Dan Nastro Story",2006,"Kubrick, Scorsese, Spielberg... Amateurs."
3526306,Confidence,2003,"It's not about the money. It's about the money.,Who's conning who?,Keep your friends close and your money closer. (DVD box-art),Get your cut.,Four big time swindlers... who will outsmart whom?"
3526568,"Confusion & Ignorance",2006,"Confusion hath now made it's masterpiece...."
3526900,"Connecticut: Seasons of Light - Cradle of American Impressionism",2003,"Seasons of Light. Cradle of American Impressionism"
3527015,"Connie and Carla",2004,"When you follow your dream, there's no telling what you'll become.,Girls will be boys will be girls."
3527495,Conspiracized,2003,"Understanding will come in time"
3527529,"Conspiracy of Silence",2003,"There's a price to pay...for everything,Sex. Lies. Murder. All In The Name Of God."
3527602,Constantine,2005,"Hell wants him. Heaven won't take him. Earth needs him.,The wager between heaven and hell is on Earth"
3527635,Constellation,2005,"Reach for love and you will find yourself among the stars"
3527982,"Containment: Life After Three Mile Island",2004,"What is the half-life of memory?"
3528637,Control,2004,"Old habits die hard...,Some convicts aren't worth rehabilitating.,Sentenced To Death. Chosen To Live. Destined To Kill Again."
3528641,Control,2005,"Are You In Control?"
3528723,"Control Room",2004,"Different channels. Different truths."
3528867,Conventioneers,2005,"Whose side are you on?,A fair & balanced love story"
3529055,"Conversations with God",2006,"Within every one of us, there is a voice that speaks the truth.,From the book that inspired millions comes a film that will change your life.,He went from life's lowest point to its greatest dream.,Based on the New York Times best seller"
3529074,"Conversations with Other Women",2005,"there are two sides to every love story"
3529287,"Cook Off!",2007,"Let the flour fly!,It's all up to God now."
3530117,"Copying Beethoven",2006,"The passion behind the genius,He was the greatest composer of his time. One last performance would define his genius."
3530399,"Cordially Invited",2007,"Bridesmaids, Best Man and In-Laws OH MY!,The Wedding Day of Kenya and Alton"
3530568,Corn,2004,"It's not nice to fool Mother Nature."
3530651,"Corner of Your Eye",2003,"So, Are You Seeing Anyone?"
3530782,Coronado,2003,"Let the revolution begin!"
3531036,"Corpse Bride",2005,"Loving You Is Like Loving The Dead,A Grave Proposal,The Graceful Dead,Throw Him A Bone,The love of his life.,The love of her afterlife.,Can a heart still break once it's stopped beating?,Rising to the occasion,There's been a grave misunderstanding."
3531392,Corruption,2007,"Carlo knew joining the family was for Life... He just didn't know whose Life."
3531786,"Cosmic Dissonance",2006,"The world is at an end"
3532282,"Cotton Flowers",2004,"High School Has Become Hideous"
3532401,"Cougar Club",2007,"Forget youth. Go for experience. Join the club!"
3532593,"Counseling Day",2003,"Everyone needs counseling."
3532854,"Counter Convention: A Free New York Special",2005,"The Week New York Roared!"
3532979,"Counting Backwards",2007,"The things worth fighting for still have to be fought for."
3533009,"Counting the Days",2005,"A Young Lawyer, A Wealthy Family...An Awkward Tragedy"
3533667,"Court Jesters",2005,"No one ever said life would be such a battle..."
3534297,"Cowboy Junction",2006,"Do you believe in fate?"
3534385,"Cowboys and Idiots",2006,"An Epic Western Comedy of Moronic Proportions"
3534538,Coyote,2007,"There's a line you cross.,Kinder, Gentler People Smugglers"
3534572,"Coyote Funeral",2006,"In a walk across Texas, the greatest distance is between two brothers."
3534907,"Cracker Crazy: Invisible Histories of the Sunshine State",2007,"All histories are invisible histories, some are just more invisible than others."
3535004,"Cradle 2 the Grave",2003,"Born 2 the life.  True 2 the code.  Bad 2 the bone.,Kanteihyôka, 100 karat no kyôki [Japan],Mortal enemies make dangerous friends."
3535192,Crank,2006,"Poison in his veins. Vengeance in his heart.,There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.,Was uns nicht umbringt, macht uns stark. (German Translation: What does not kill us, makes us stronger.),""My name is Chev Chelios, and today is the day I die"",If his heart stops pumping adrenalin... It will be the day Chev Chelios dies,You Stop You Die"
3535211,"Crap Shoot: The Documentary",2007,"Seen any good movies lately?"
3535249,Crash,2004,"It's not like things are black and white.,You think you know who you are. You have no idea.,Live your life at the point of impact,Moving at the speed of life, we are bound to collide with each other."
3535309,"Crash Fans",2003,"Behind Every Face, A Story....Within Every Family, a Tradition...In Every Culture, an Unlikely Passion"
3535320,"Crash Landing",2005,"A deadly standoff at 30,000 feet...,An Explosive Action-Thriller with the Edge-of-Your-Seat Intensity of Air Force One,when a billionaire's daughter is kidnapped, a hijacked 747 becomes a deadly battle zone."
3535408,Crashing,2007,"A writer's best work is between the covers."
3535768,"Crazy Eights",2006,"No secret stays locked away forever."
3535878,"Crazy Legs Conti: Zen and the Art of Competitive Eating",2004,"One man, One dream...One stomach!"
3535890,"Crazy Like They Are",2004,"An old woman dies a slow and painful death....hillarious."
3535901,"Crazy Love",2007,"He had to have her,Discover a love story like no other and a movie you'll never forget!,A love story stranger than fiction."
3536040,Crazylove,2005,"For The Truly Committed..."
3536344,"Creating Karma",2006,"A little karma goes a long way!,Come journey to a real hip place.,Find your inner hippie!"
3536571,"Creature from the Green Mist Anthology",2005,"She hungers for you!"
3536613,"Creatures from the Pink Lagoon",2006,"Pink is the new black."
3536853,"Creepy Tales: Girls Night Out",2003,"Just because she's going out, doesn't mean she's coming back..."
3536994,"Crescent Heights",2007,"UFOS, Hollywood and the struggle to believe..."
3537340,"Crime Fiction",2007,"Some people would kill for a good story."
3537588,Criminal,2004,"By the time you figure it out ...you've been had.,Ever get the feeling you're being played?"
3537722,"Criminal Xing",2007,"6 Criminals, 2,000 bullets, 1 collision course."
3537873,"Crippled Creek",2005,"It was supposed to be just a girl's weekend."
3538591,Crops,2006,"Millions of years ago, they planted something. They're back to harvest."
3538698,"Cross Eyed",2006,"Ernie can't control anything in his life. Not even his eye."
3539182,Crossover,2006,"Play by your own rules."
3539588,"Crucible of War",2004,"After the shooting stops, the real story begins."
3539641,"Cruel and Unusual",2006,"Imagine being a woman in a men's prison."
3539699,"Cruel World",2005,"When You Get Voted Off This Reality Show... It's For Good!"
3540069,Crutch,2004,"A young man... His teacher...Crossing boundries"
3540301,"Cry Wolf",2005,"BeLIEve,You Lie... You Die!,Nobody believes a liar...even when they're telling the truth.,It's High School... Nothing Is Real.,At Westlakes High, There's A New Game.  Avoid Suspicion. Manipulate Your Friends. Eliminate Your Enimies."
3540389,Cryptid,2006,"Evolution Taks care of Nature's Mistakes...it missed one."
3540903,Cthulhu,2007,"Welcome home...to the end of the world."
3541483,"Cube Zero",2004,"The first experiment in fear.,After Cube and Hypercube the terror returns in Cube Zero!,Isolation - Panic - Terror,Every nightmare has a beginning."
3541494,Cubes,2006,"Think inside the box."
3542134,Cult,2007,"A secret society. An ancient evil. Some people are dying to join.,Once You're In, There's No Getting Out!,A Supernatural Thriller with Real Star Power! Starring Hollwood's Fastest Rising Young Stars!"
3543103,"Cup of My Blood",2005,"Now it's dark."
3543611,"Curious George",2006,"Welcome to the world of Curious George!,Get Carried Away With The Cutest Little Monkey Around!,Show Me The Monkey!"
3543850,"Curse of the Maya",2004,"A family that preys together, stays together."
3543863,"Curse of the Pink Panties",2007,"Who knew the Afterlife could be so much fun?"
3543909,Cursed,2005,"What doesn't kill you makes you stronger.,Have you ever felt like you're not human anymore?,The Evolution of the Specie."
3543989,"Curtain Call",2006,"Money and power make the world go 'round!"
3544200,"Customer 152",2004,"Careful what you sign up for... Some opportunites are not whay they seem."
3544349,"Cut Off",2006,"Her dream was to be rich. Her nightmare made it happen."
3544582,Cutter,2003,"Two lawn care companies fight for the coveted Mall Mowing Contract"
3544660,"Cutting Room",2006,"A serial killer comedy."
3544988,Cycle,2003,"A tale of crime and karma"
3545448,"Cyxork 7",2006,"The comedy about making a very bad sci-fi movie."
3546190,"Cú và chim se se",2007,"An orphan girl plays matchmaker to a flight attendant and lonely zoo keeper."
3546333,"D'ici à la",2004,"Artist on spiritual path"
3546577,D.E.B.S.,2004,"They're crime-fighting hotties with killer bodies.,Evil is so totally busted!"
3547696,Daddy,2003,"He comes after bad little girls."
3547765,"Daddy Day Camp",2007,"The summer is going to be in tents."
3547766,"Daddy Day Care",2003,"D-Day Is Coming,Who's your daddy?"
3548015,"Daddy's Little Girls",2007,"give life. teach love.,Having children made him a father. Taking care of them made him a man.,Family Comes First,She needs a good man. He wants a smart woman. There are only three things standing in their way."
3549420,Dale,2007,"Behind the wheel he was a legend, Behind the legend he was one of us."
3549605,"Dallas 362",2003,"Sometimes the only way home is through hell,It's a whole thing."
3549691,"Daltry Calhoun",2005,"Proudly spreading his seed across America.,""The Grass is Always Greener When it's Growing by Callhoun Seed and Sod."",Quentin Tarantino presents,Spreading his seed all over America"
3549824,"Damaged Goods",2005,"Maybe some people are meant to be single"
3550219,Damon,2006,"""How do you fight your Demons?"""
3550415,"Dan in Real Life",2007,"Something's happening to Dan. It's confusing. It's awkward. It's family."
3550421,"Dan Jones' Career Is Over",2003,"This is just the beginning."
3550711,"Dance Dance Documentary",2004,"Let's Dance!"
3551033,"Dance with the Devil",2006,"Dance With The Devil. If You Haven't... You Ought To.,If you haven't danced with the devil... You ought to."
3551264,"Dancing Alone",2007,"Not all love will get a second chance, but all love is worth a second try"
3551431,"Dancing in Twilight",2005,"How Long Would You Wait? How Hard Would You Fight? How Far Would You Go?"
3551490,"Dancing on the Moon",2003,"Tradition. Trust. Truth."
3551643,Dandelion,2004,"Everything begins somewhere."
3551663,"Dandelion Man",2007,"Drifting through the present led him to his past"
3552011,"Dangerous Dealings",2006,"""Killing ones self to escape a problem is a form of running"""
3552136,"Dangerous Men",2005,"An unforgettable suspense, mystery drama."
3552261,"Dangers from Within",2007,"They thought it would be good for Abbi to move in with her aunt. Nobody expected what she'd find there."
3552537,Danika,2006,"Her visions are beyond your worst fears...,Fear has a name."
3553366,"Dansk stil",2005,"A culture invented in the streets of New York renews its authenticity and ingenuity in Denmark."
3553445,"Dante's Inferno",2007,"The epic film of a lost young man's journey through hell.,Dante. Virgil. Hell. Puppets. Questions?,To Hell and back through the streets of America: a journey in toy theater."
3553914,"Dare Not Walk Alone",2006,"The greatest civil rights story never told"
3553971,Daredevil,2003,"A Guardian Devil.,He is the man without fear,Take the dare.,When justice is blind, it knows no fear.,When the streets have gone to Hell - have faith in the Devil.,Justice is blind. So is he.,A man without hope, is a man without... fear.,A daring new vison (Director's cut)"
3554119,"Darius Goes West",2007,"The Roll of His Life"
3554220,"Dark Assassin",2005,"The El Mariachi school of filmmaking goes kung fu."
3554327,"Dark Corners",2006,"Terror Breeds in the Shadows of the Soul"
3554515,"Dark Heart",2006,"The Dream is Over"
3554538,"Dark Horizon",2007,"The end is near."
3554570,"Dark Infestation",2007,"The Terror Will Grow In You"
3554692,"Dark Mirror",2007,"Behind the reflection is what you fear most"
3554812,"Dark Queen",2004,"Not all monsters are ugly.,Her reign of terror begins!"
3554821,"Dark Reality",2006,"Five strangers, one thing in common, survival."
3554839,"Dark Remains",2005,"Pain never dies"
3554849,"Dark Ride",2006,"The Last Ride You'll Ever Take...,Will You Survive The Ride Of Your Life?,We saved a seat for you.,Jonah See, Jonah Do"
3554984,"Dark Side of the Light",2005,"Some secrets are kept for a reason."
3555151,"Dark Water",2005,"This Season, The Mystery Of The Darkness Will Consume Your Life,Some mysteries were never meant to be solved.,Dark water conceals darker secrets."
3555155,"Dark Water Rising: Survival Stories of Hurricane Katrina Animal Rescues",2006,"Compassion. Courage. Survial."
3555182,"Dark Woods",2003,"It's Dark, It's Quiet And You're All Alone Or Are You..."
3555266,"Darkest Hour",2005,"They thought they were alone...they thought it was a game...this weekend they'll learn you can't play games with death!,Ready to die?,This weekend 14 people will face their... DARKEST HOUR!"
3555382,"Darkness Falls",2003,"Every Legend Has Its Dark Side.,Evil rises.,An eye for an eye. Your life for a tooth.,Stay In The Light!"
3555436,Darkon,2006,"Everybody Wants To Be a Hero"
3555511,Darkworld,2006,"She comes from Hell to steal you soul!"
3559194,"Date Movie",2006,"Everyone wants a happy ending.,For people who LOVE date movies and people who HATE them.,From Two Of The Six Writers Of Scary Movie!,The Feel-You-Up Movie Of The Year,An Unprotected Comedy,Get Your Date To Come This February"
3559400,"Dating Games People Play",2005,"The dating games people play."
3559660,"Daughters of Wisdom",2007,"The story of a rare and exceptional spiritual community and the women who created it."
3559782,"Dave Chappelle's Block Party",2005,"You're invited to the party of the decade!,The world's hottest comedian invites you to the party of the decade"
3559905,"David & Layla",2005,"Kosher meets Halal!,All You Need Is Love!,Love Is Blind!,An Unlikely Romance!,A Jewish Muslim Romantic Comedy!?,From an impossible romance, a hope (or a fantasy!) for peace.,A Romeo & Juliet with a happy ending!,A Comedy of Ethnic Proportions.,""Guess Who's Coming to Dinner"" in the 21st century?,A Romeo & Juliet with a hopeful ending!,Faith-crossed lovers...,Culture-Crossed Lovers!,Star-crossed lovers...,Love Conquers All!"
3560473,"David's Apartment",2007,"One woman can destroy him. Another can save him..."
3560628,Dawn,2003,"Daddy's little girl is hungry."
3560724,"Dawn of the Dead",2004,"When the undead rise, civilization will fall.,When there's no more room in hell, the dead will walk the earth.,How do you kill what's already dead?,36 billion people have died since the reign of humanity. For the new Dawn, there's a reunion..."
3561081,"Day of Defense",2003,"Small Town. Big Controversy.,Small Town - Big Controversy"
3561115,"Day of Redemption",2004,"Revenge is a Killer"
3561290,"Day X",2005,"The end is nearer than you think.,The earth turns, mountains crumble, species die... and man is no exception."
3561295,"Day Zero",2007,"Drafted... 30 Days to Report For Duty. What would you do?"
3561506,Daymaker,2007,"Normal people; doing what they do best"
3561597,"Days of Darkness",2007,"Humanity Makes Its Last Stand,2 Billion Zombies. 11 Humans. Get Ready To Rumble."
3564375,De-Lovely,2004,"A love that would never die and music that would live forever."
3564402,"Dead & Breakfast",2004,"Its like a bad horror movie, only worse.,Who's hungry for breakfast?,Heads will roll..."
3564491,"Dead at the Box Office",2005,"Now PREYING at a theatre near you."
3564524,"Dead Birds",2004,"There are worse things than dying"
3564593,"Dead Calling",2006,"Just when you thought it was safe to go home..."
3564595,"Dead Canaries",2003,"Injustice for All"
3564679,"Dead Doornails",2007,"Sometimes crime pays. Sometimes it gets you killed!"
3564694,"Dead Drunk",2007,"Hangovers can be killer!"
3564720,"Dead End",2003,"the true story of a murder in New Jersey"
3564800,"Dead End Massacre",2004,"Remember the little girl everyone picked on in school? She remembers you."
3564803,"Dead End Road",2004,"Only one detective can stop the Poe Killer before he completes another tale in his book of death!"
3564945,"Dead Heist",2007,"The perfect heist...the wrong night."
3564953,"Dead Horse",2004,"Carpet, candy, porn & murder. Everyone needs a goal in life."
3564980,"Dead in Texas",2005,"Two bank robbing brothers must earn a pass to Heaven through the pits of Hell"
3564987,"Dead in the Water",2006,"This is one VIP list you don't want to be on!"
3565068,"Dead Letters",2007,"What if there is no light at the end of the tunnel?"
3565083,"Dead Line",2004,"Sometimes you can't let go"
3565191,"Dead Man's Hand",2007,"Sheer Terror! Bet On It!,Every Game Ends in Sudden Death!"
3565224,"Dead Meat",2005,"Dead Meat. It's what's for dinner.,What's for dinner? You."
3565261,"Dead Men Walking",2005,"A Maximum Security Prison - Thousands of Infected Inmates - Only One Way Out!"
3565282,"Dead Moon Rising",2007,"Girls, Ghouls & Guns... What Else Do You Need For A Good Time?"
3565333,"Dead On",2005,"Documentary on Cincinnati based musicians."
3565550,"Dead Serious",2005,"Outnumbered, outgunned, and completely outfanged!"
3565583,"Dead Silence",2007,"You scream. You die."
