id,title,year,taglines
3708092,"Frequency of Genius",2010,"Everything in the universe functions on a frequency...Do you know your frequency?"
3708128,Fresh,2009,"New thinking about what we're eating"
3708550,"Freshman Psych",2009,"Welcome to group."
3708610,"Freudian Eyebrow",2009,"The experiment begins at midnight."
3708744,Friction,2010,"What if you were scripted to behave badly?"
3708863,"Friday the 13th",2009,"Welcome to Crystal Lake,Jason lives. Many will die.,Prepare for the day everyone fears...,You know his name. You know the story. On Friday the 13th, witness his resurrection...,Bad luck? ...You don't know the half of what you're in for.,From the Producers of The Texas Chainsaw Massacre"
3709101,"Friend Request",2013,"Be Careful Who You're Friends With"
3709242,"Friends (With Benefits)",2009,"Most friendships are complicated. Some are more complicated than others."
3709367,"Friends of the Bride",2012,"One guy's true love is another guy's... lunatic.,One guy's bride is another guy's lunatic."
3709394,"Friends with Benefits",2011,"Friendship is a four-letter word.,Some friends come with a happy ending."
3709400,"Friends with Kids",2011,"Love. Happiness. Kids. Pick two.,Family doesn't always go according to plan."
3709542,"Fright Flick",2011,"Aaaaand cut!"
3709549,"Fright Night",2011,"You can't run from evil when it lives next door."
3709877,"Frog Dreams",2011,"Losing Your Job Doesn't Mean Losing Your Soul"
3709886,"Frog Kingdom",2013,"A hop, skip and a jump away!"
3710536,"From Mexico with Love",2009,"Some dreams are worth fighting for"
3710543,"From Mills River to Babylon and Back: The Jimmy Massey Story",2009,"In a time of universal deceit... telling the truth is a revolutionary act."
3710664,"From Place to Place",2011,"... when a temporary system becomes permanent..."
3710667,"From Prada to Nada",2011,"A Riches to Rags Story,Coming Pronto"
3710684,"From Puppets to Purim: The Story of Moshe Khusid",2011,"There are people in this world who have a revolutionary spirit no matter what they do"
3710688,"From Queens to Cairo",2012,"What are the challenges on the road to democracy"
3710712,"From River to Sea",2009,"Because every journey is a quest to return home."
3710877,"From the Black You Make Color",2012,"A place where beauty becomes a metaphor for much more."
3710897,"From the Community to the Classroom",2009,"A Youth-Directed Documentary About How Davis Young People Led Their Community Closer Toward Educational Equity"
3710905,"From the Dark",2009,"6 Girls, 3 Guys, 1 Cabin, and a whole lot of Blood..."
3710925,"From the Diaspora",2013,"8 Jews. 6 Continents. 1 Movement."
3710930,"From the Dust",2012,"Conversations in Creation"
3711021,"From the Inside",2010,"Who Will Win This Game of Death?,If You Haven't Got Your Safety, You've Got Nothing..."
3711098,"From the Shadows",2009,"Trapped in the Darkest Corners of Her Mind"
3711115,"From the Sky Down",2011,"Risk all to reject one expression and gain another"
3711235,"From Wasioja to Washington",2013,"A Minnesota Civil War Story"
3711566,"Frost Bite",2012,"The last town... anywhere"
3711587,Frostbite,2013,"Is it the dude in the costume? Is it a bear? Or is it all in his head?"
3711644,Frozen,2010,"Nessuno sa che sei lassù. (No one knows you're up there.) (Italian release),No one knows you're up there.,Fight to Survive.,With 30 million skiers and snowboarders in the US and over 5000 chairlifts in operation, its only a matter of time before someone gets left behind."
3711821,"Fruit Fly",2009,"A new musical film from the writer/composer of Colma: The Musical,Fabulous. Fantastic. Fierce."
3711903,"Fruitvale Station",2013,"Every step brings you closer to the edge."
3713085,Fuel,2009,"Blood like fuel."
3713786,"Full Circle: Before They Were Famous",2010,"Discover the Work of William John Kennedy"
3713903,"Full Metal Joker",2012,"FULL METAL JOKER unveils modern man's dark core and the mutation we are all experiencing."
3714026,"Full Speed or Nothing",2011,"From here on out, it's Full Speed or Nothing!"
3714360,"Fun Size",2012,"Some people just can't handle Halloween."
3714539,"Funeral Arrangements",2009,"Be careful what you lie for"
3714550,"Funeral Director: Making a Living Dealing with the Dead",2013,"What would a funeral directors' convention be like? A lot more fun than you'd think."
3714911,"Funny People",2009,"George Simmons was prepared to die, but then a funny thing happened."
3715097,Furever,2013,"The bonds that form between humans and their pets, the dimensions of grief people experience when they lose a pet, and the lengths to which they'll go to preserve more than a memory...FUREVER"
3715209,"Furious 6",2013,"All roads lead to this"
3715233,"Furious Love",2010,"Love fights back."
3715308,"Furry Vengeance",2010,"He came. He saw. They conquered."
3715402,Fury,2009,"Hell hath no fury like a woman lynched,Not all ghosts are white"
3715987,"Future Weather",2012,"Every generation has a story to tell"
3716019,"Futures Past",2012,"Director Jordan Melamed returns to his past to document the world of Futures trading, re-igniting a lifelong battle his father, the imperious Leo Melamed, Chairman Emeritus of the Chicago Mercantile Exchange."
3716974,G-Force,2009,"The world needs bigger heroes,Gadgets, Gizmos, Guinea Pigs. In 3-D."
3717036,G.B.F.,2013,"Being out has never been so in."
3717053,G.H.O.S.T.,2012,"This is one paranormal activity they aren't prepared for. . ."
3717095,"G.I. Joe: The Rise of Cobra",2009,"Evil never looked so good,When all else fails, they don't"
3717128,G.N.A.R.,2011,"""I can't believe you are in this movie...I'm SO MUCH better than you!"""
3717285,"Gabby's Wish",2012,"Reuniting a long lost family can be quite the task...but when there's a Will there's a way"
3717437,Gabrielle,2013,"At the edge of the world, with the darkest of souls"
3717764,"Gagsters: The Movie",2011,"A killer clown. A group of unfortunate teens... and then there's Mitch..."
3718716,"Gallows Hill",2013,"Heaven help us"
3718721,Gallowwalkers,2012,"Live by the gun. Die by the gun. Come back for more..."
3718849,Gambit,2012,"Revenge is a work of art.,A fake masterpiece. The perfect plan."
3718981,"Game Camera",2013,"Who is the hunter and who is the prey?"
3719042,"Game Night",2012,"They just don't know where to draw the line."
3719070,"Game of Bones: A Way of Life & Death",2013,"THE STREETS WON'T LEAVE YOU ALONE"
3719084,"Game of Death",2011,"Winning is everything,Losing is not an option."
3719127,"Game of the Year",2009,"Are you ready to game?"
3719266,"Game Over: The Secret Life of Game Store Clerks",2009,"""Sometimes selling video games is more fun than playing them."""
3719297,"Game Theory",2009,"10 million people, 19 players, 11 games, 1 city, 73 minutes."
3719361,Gamer,2009,"In the near future, you don't live to play... you'll play to live.,Who's playing you?,the game is real"
3719474,"Gameshow and Tell",2009,"A look at life after gameshow failure. Where the real drama begins.,A look at life after game show failure. Where the real drama begins."
3720413,"Gangsta Gangsta",2009,"Sometimes ignorance is not bliss"
3720488,"Gangster Squad",2013,"No names. No badges. No mercy."
3720806,"Garage Daze",2013,"This is what happens when the music stops"
3720910,Garbage,2013,"Don't trash your dreams."
3720929,"Garbage Dreams",2009,"Raised in the Trash Trade"
3721038,"Garden Island: A Paranormal Documentary",2012,"Beyond the shore grows unrest"
3721310,"Garifuna in Peril",2012,"We will fight for our survival. We always have. We always will."
3721616,"Gary's Walk",2009,"Miles to go, promises to keep"
3721758,GasLand,2010,"Can you light your water on fire?,There's something in the water.,The billion dollar energy industry has a dirty little secret..."
3721759,"Gasland Part II",2013,"The issues have reached new depths."
3722042,"Gather 'Round the Mic",2009,"Find Your Voice"
3722445,Gav-n,2010,"A Lot can go wrong in a single drop of Blood"
3722778,Gayby,2012,"Sex with your best friend has never been this reproductive."
3722948,"GB: 2525",2009,"Once upon a time... in the barrios of the future."
3723271,"Geek USA",2013,"The world has turned and left Phil here..."
3723365,Geezas,2011,"Nothing but a load of gangster bollocks."
3723608,Gehenna,2011,"As I walk through the valley of the shadow of death, I shall fear evil."
3723686,"Geil of Doylestown: Forgotten Explorer",2013,"A Legacy Restored..."
3724293,"Gem of the Rainforest",2013,"The ultimate African action adventure"
3724374,"Gemini Rising",2013,"They Are Here And They Are Real"
3724756,"General Orders No. 9",2009,"Take one last trip down the rabbit hole before it's paved over"
3724902,"Generation Me",2012,"Generation Me...A generation obsessed with status updates and self portraits."
3724940,"Generation Um...",2012,"To survive you must discover who you are. Or not..."
3724966,"Generation Zero",2010,Bankrupt
3725004,"Generic Thriller",2009,"A Gay Comedy about a Writer and His Crazy Characters"
3725008,Generosity,2011,"In the battle between survival and corporate greed, WHO WILL WIN?"
3725331,"Genius on Hold",2012,"An Inventor ahead of his time, cheated by the system,Can you hear me now?"
3725743,"Gentlemen Explorers",2013,"Steampunk adventure in the Victorian age"
3725922,"Geography Club",2013,"They formed a club they thought nobody would join..."
3726346,"George's Intervention",2009,"9 out of 10 interventions are successful... This is the 1."
3726515,Gerald,2010,"It's what's inside that counts..."
3726683,Germ,2013,"Catch the germ,To love is to suffer,Cannibalism is contagious"
3727246,"Get a Job",2011,"No Experience? No Education? No Problem!"
3727409,"Get Him to the Greek",2010,"Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,Arriving This Summer (Hopefully)"
3727456,"Get Lamp",2010,"Before the First Person Shooter, there was the Second Person Thinker.,A Documentary about Adventures in Text,Text adventures, in High Definition"
3727470,"Get Low",2009,"Every secret dies somewhere.,A True Tall Tale"
3727527,"Get Off Your Knees: The John Robinson Story",2009,"John's story teaches those with and without disabilities that we can achieve our goals."
3727551,"Get Out Alive",2012,"You are what it eats."
3727573,"Get Outta Dodge",2010,"Get Outta Dodge and become a thought, because once your thought you hopefully will be forgotten."
3727704,"Get the Gringo",2012,"Plan your getaway,The odds are against him. So is everyone else.,Brilliantly Badass!,Mel Gibson is Back to his Wise-Cracking, Gun-Toting Best!"
3727837,Getaway,2013,"Get in. Get out. Getaway."
3727983,"Getting Back to Abnormal",2013,"Election time in New Orleans: Corruption. Racism. Dancing in the streets. And one loose-lipped pol trying to get re-elected. Let the good times roll."
3727997,"Getting Caught",2010,"You're in it deeper than you can imagine!"
3728259,"Getting That Girl",2011,"Not Just Another Teenage Love Story..."
3728937,"Ghetto Physics",2010,"Speak Truth to Power"
3729074,"Ghost Bird",2009,"Got pecker?"
3729095,"Ghost Cat",2010,"Maui is a falling angel who transforms between a woman and a man eater"
3729173,"Ghost Hoax",2010,"Believe in the Hoax"
3729278,"Ghost Month",2009,"Every Year. They Come.,Once a Year. They Come."
3729362,"Ghost Player",2010,"Crossing the Line,Reappearing Act,When Dreams Come True,Beyond the Corn,The Greatest Show on Dirt,Relive the Magic"
3729391,"Ghost Rider: Spirit of Vengeance",2011,"He rides again."
3729463,"Ghost Tapes: A Documentary on the Paranormal",2013,"Discover the Truth"
3729466,"Ghost Team One",2013,"Arouse the Dead"
3729758,"Ghosts Don't Exist",2010,"Or do they?"
3729801,"Ghosts of Girlfriends Past",2009,"You can't always run from your past"
3729846,"Ghosts of the West",2012,"Lost mines, abandoned diggings, ghost towns..."
3730074,Giallo,2009,"To Catch a Killer, You Must Think Like a Killer!."
3730366,Gibsonburg,2013,"A true underdog story told by underdogs"
3730403,"Gideon's Army",2013,"Everyone deserves the best defense. They fight to provide it."
3731055,"Gimme Shelter",2013,"Sometimes you have to leave home to find your family."
3731154,"Gina and the G.I.T. (Genie-In-Training)",2011,"I'm gonna be in so much trouble,Did I do that?"
3731335,"Gingerdead Man 3: Saturday Night Cleaver",2011,"The Ultimate Roller Boogieman!!!,Baked Goods Gone Bad,Stay Away from Sweets"
3731336,"Gingerdead Man Vs. Evil Bong",2013,"And Hell Rode With Them"
3731862,Girl,2013,"You Can't Spin Forever"
3732064,"Girl in Progress",2012,"A tale of acting up, acting out, and acting your age.,Lessons in motherhood. Taught by a Kid."
3732122,"Girl Meets Bike",2013,"Are You Bike Curious?"
3732133,"Girl Most Likely",2012,"She has a lot to live up to. And a few things to live down."
3732177,"Girl on a Bicycle",2013,"Some distractions are better than others."
3732238,"Girl Rising",2013,"Give flight to her hopes and dreams"
3732314,"Girl U Want",2009,"Sometimes finding the right girl just feels wrong."
3732328,"Girl Walks Into a Bar",2011,"One night, ten bars, lots of mayhem.,A lot can happen in one night.,An ensemble comedy that's no joke."
3732402,"Girl, Adopted",2013,"What's it like to get everything you need but to lose everything you know?"
3732566,"Girls Against Boys",2012,"Bad Girls Don't Cry. They Get Even."
3732708,"Girls Gone Dead",2012,"Just When You Thought It Was Safe To Go Topless...,Never Go Topless!,It's gonna be a killer party!,This wasn't the wild party they imagined..."
3732717,"Girls Gone Vinyl",2013,"Untold Stories of Female DJs"
3733161,"Girls Like Us! Part 1",2012,"Don't Talk About It Be About It!"
3733508,"Girls! Girls! Girls!",2011,"I like girls."
3733980,"Give 'em Hell Malone",2009,"Hard to love... Harder to kill."
3734198,"Give Up Tomorrow",2011,"In the face of injustice, no one is safe."
3734471,"Gladiator Games",2010,"Accept the Challenge."
3734895,"Glasspack vs Blackstone",2013,"The Fight for Texxas Jam '78"
3735014,"Glee: The 3D Concert Movie",2011,"Enjoy front-row seats to the sold-out concert of the year!,The concert comes alive in 3D"
3735093,"Glenn & Linus Michael Attend the Million Man March",2009,"Civil Rights never saw so many men at one time in one place.,Their ancestors called and a million men answered with love and respect in their hearts.,The day the nation stood still and a million men held their breath together.,A million men stood for justice. It was the biblical occurrence of our times."
3735151,Gless,2010,"Loneliness Is Contagious"
3735452,"Glimpse: Rory & Quinn",2013,"Have you lived anyone's life lately?"
3735567,"Glitch in the Grid",2011,"A story about young artists dealing with life, love, work and weariness during the new American recession.,Young artists deal with life, love, work and weariness during the new American recession.,Unlock The Grid"
3735695,"Global Shuffle",2010,"On the edge of the planet, next stop south pole, there is a city that speaks over 200 languages.They have one dance, The MELBOURNE SHUFFLE."
3735740,"Global Warning",2011,"If you want peace, understand war."
3736375,"GMO OMG",2013,"Is this the end of real food?"
3736467,"Gnomeo & Juliet",2011,"An epic tale on a tiny scale.,Every day they sit and wait. But when we're away their adventure begins.,A timeless feud. A forbidden love. An epic battle.,A little adventure goes a lawn way."
3736613,"Go for Broke",2013,"Some guys get it. These guys don't."
3736623,"Go for It!",2011,"""She wasn't the best...it didn't matter,Follow your own beat."
3736759,"Go Quietly",2009,"When your psychiatrist's idea of therapy is murdering your friends...it's time to get a second opinion.,New boyfriend, dead friends.,When your psychiatrist becomes your lover and starts murdering your friends, therapy is officially over."
3736785,"Go the Distance",2010,"It's not okay to sit back and let things happen when you can make a difference.,""It's not okay to just sit back and let things happen when you can make a difference."""
3736837,"Go West Happy Cow",2010,"The Happiest Cow in California is from Wisconsin."
3737001,Goat,2013,"Sometimes the choices you make, make you"
3737034,Goats,2012,"You can't choose your family...or can you?"
3737163,"God Bless America",2011,"Taking out the trash, one jerk at a time."
3737223,"God Fly",2009,"Are you free?"
3737353,"God Loves Uganda",2013,"Have you heard the good news?"
3737395,"God of Vampires",2010,"You have entered the realm of the dead... and I am your god."
3737498,"God Thinks You're a Loser",2009,"A supernatural black comedy about oil men, strippers, comeuppance, and the reckless pursuit of sensual pleasure."
3737563,"God's Country",2012,"Life meets at the crossroads"
3737572,"God's Country, Off Route 9",2009,Pending.
3737629,"God's House",2012,"How many people would lay down their lives for a stranger?"
3737720,"God, Me... HIV? One Man Show",2009,"GOG did not give me HIV!"
3737882,"Godkiller: Walk Among Us",2010,"When Free Will is Outlawed Only Outlaws Will Have Free Will"
3737958,"Gods Behaving Badly",2013,"The gods are more than just crazy."
3738020,Godspeed,2009,"Glory Is The Fear,Glory is the fear."
3738298,"Going Attractions: The Definitive Story of the American Drive-in Movie",2013,"In a country that loves cars and movies, why haven't they survived?"
3738376,"Going Down in LA-LA Land",2011,"All he wanted was a little adulation"
3738660,"Going the Distance",2010,"A comedy about meeting each other halfway."
3739366,"Golden Afternoons",2009,"The sun's always shining on Golden Afternoons."
3739665,"Golden Lane",2009,"What if life were scripted?"
3739679,"Golden Mind",2013,"Money is like this: when you spend it, it's gone, when you don't, it is still there.,It is not a crime to be poor.,God, what is love?"
3739742,"Golden Sunset",2009,"It takes one person to change your life.......... forever"
3740434,Gone,2010,"The truth really can hurt others..."
3740443,Gone,2011,"A veteran New York police officer embarks on a harrowing search to find her son, when he disappears under suspicious circumstances in Austria."
3740448,Gone,2012,"No one believes her. Nothing will stop her."
3740449,Gone,2012,"Where do you look?...When someone doesn't want to be found?"
3740458,Gone,2013,"How many times have you died?"
3740551,"Gone Dark",2013,"I want my Jackie Jack back Jack,All the violence...twice the hotties!"
3740628,"Gone Missing",2013,"A dream vacation turned into a mother's worst nightmare."
3740689,"Gone with the Pope",2010,"You're either in, or you're in the way!"
3741088,"Good Clean Fun",2009,"The inspiring, slightly fictionalized true story of a young woman's struggle to get through college, fall in love, and book a band."
3741143,"Good Day for It",2011,"A man forced to abandon his wife and daughter years earlier must risk his life to settle an old score and reunite his family."
3741170,"Good Deeds",2012,"Wesley Deeds is About to Discover the Person He Was Meant to Be."
3741208,"Good Evening Folks, We're the Pine Box Boys",2009,"Some folks call it bluegrass. We call it murder."
3741375,"Good Guys Finish Last",2009,"Some clichés are meant to be broken..."
3741382,"Good Hair",2009,"Sit back and relax."
3741411,"Good Intentions",2010,"Off-beat southern comedy of blackmail, robbery and family values."
3741777,"Good Ol' Freda",2013,"Behind a great band, there was a great woman."
3741812,"Good People Go to Hell, Saved People Go to Heaven",2012,"American Rapture culture along the Gulf Coast"
3742264,"Goodbye Promise",2012,"Just quit. No one knows who you are anyway."
3742304,"Goodbye Victoria",2009,"Penniless in an agricultural region of central California with no way to get back to Charleston? Bradley Mason didn't sign up for this."
3742415,Goodleburg,2011,"You get what you deserve."
3742718,Goon,2011,"Meet Doug, The Nicest Guy You'll Ever Fight."
3742777,"Gooseberry Island",2009,"Sometimes things change before your eyes."
3742930,"Gordon Family Tree",2013,"Sometimes you need to play outdoors,Love what you do"
3742995,"Gore Vidal: The United States of Amnesia",2013,"""The United States Was Founded By The Brightest People In The Country - And We Haven't Seen Them Since."""
3742999,"Gore-e-ography: The Making of Death Harmony",2010,"Nothing is scarier than amateur film."
3743388,"Gospel Good, Gospel Bad, Gospel Ugly",2012,"If you could change the world with music, what would you sing?"
3744082,Goy,2011,"You're lying past will bury you."
3744208,GR30k,2010,"After four atomic holocausts and the second Ice Age, one godforsaken city still remains..."
3744321,Grace,2009,"Love... Undying.,There's something wrong with Grace...,There's nothing more frightening than a mother's love for a child.,There's nothing more sickening than a mother's love for a baby like Grace.,There's nothing stronger than a child's hunger. And it's certainly not for milk.,Grace is NOT like any other baby..."
3744498,"Grace Unplugged",2013,"Would you give up what you need... to get everything you want?,Sometimes, chasing your dreams leads you right to where you belong."
3744821,"Graffiti Verite' 10: Hip-Hop Dance",2010,"Moving in the Moment,Break Dancing,Street Dancing at the Best,Soldier Boy,Harlem Shuffle"
3744822,"Graffiti Verite' 11: Don't Believe da Noize!",2010,"Voices from da Hip-Hop Undaground,Underground Emcees Speak Out"
3745317,"Grand Piano",2013,"Play or Die,Play one wrong note and you die."
3745999,"Granny's Got Game",2013,"We don't stop playing because we grow old. We grow old because we stop playing."
3746104,"Graphic Sexual Horror",2009,"The terrifying dark history of one of the world's most notorious bondage websites."
3746193,Grassroots,2012,"Democracy with a smile"
3746301,Grave,2013,"A movie about summer and lawnmowers."
3746311,"Grave Danger",2009,"...is there another kind?"
3746322,"Grave Encounters 2",2012,"Fear Is Just a Word. Reality Is Much Worse."
3746368,Gravedigger,2013,"Bury your guilt"
3746482,Gravity,2013,"Don't Let Go"
3746749,GreasePaint,2013,"A family risks everything to follow a dream.,The funny business is a serious business."
3746795,"Great American Dream",2013,"Hidden Identities, Lost Loved Ones, Banned Substances, Racism & Redemption"
3746931,"Great Expectations",2012,"We are who we are, people don't change.,From unexpected privilege, to unexpected love, lies an unexpected mystery.,Prepare for a life of great expectations.,From the best loved story by Charles Dickens"
3747150,"Great Speeches from a Dying World",2009,"Whatever you do unto the least of my brethren, you do unto me."
3747445,"Greedy Lying Bastards",2012,"They're destroying our world. Now is the time to stop them."
3747511,Green,2009,"You Are a Pollutant. You Must Be Eliminated."
3747703,"Green Fire",2011,"Aldo Leopold and a Land Ethic for Our Time"
3747736,"Green Guys",2011,"Four villains and a crime that never ends"
3747766,"Green Lantern",2011,"One of us... becomes one of them.,In brightest day, in blackest night, no evil shall escape my sight, let those who worship evil's might, beware my power, Green Lantern's Light.,In our darkest hour, there will be light."
3747921,"Green Zone",2010,"Chief Warrant Officer Roy Miller is done following orders"
3747942,Greenberg,2010,"He's got a lot on his mind."
3747945,Greencastle,2012,"If you never take chances, you never have opportunities ..."
3748134,"Greetings from Tim Buckley",2012,"The true story of the rise of Jeff Buckley."
3748390,Greta,2009,"She's a trip. But she's no vacation."
3748572,"Grey Skies",2010,"They're coming. You might already be one."
3748607,"Greyhound Therapy",2012,"You're either running from something or toward something."
3748622,"Greystone Park",2012,"Do you believe in ghosts?"
3748676,"Gridiron Girls",2012,"Some women dread football, these women live for it."
3748796,"Griffey's Theory",2011,"Dorothy is lonely in the world, but not alone on Earth."
3748875,"Grilling Bobby Hicks",2009,"Comedy Hurts"
3748885,Grim,2010,"War, Pestilence and Recession: Just another Sunny Day in Texas."
3749352,"Grooming Giselle",2013,"She thinks she has to be. He thinks he is. But... nobody is perfect!"
3749370,"Groove Shack",2010,"Fame or failure starts here."
3749575,Grounded,2013,"A high flying documentary"
3749706,Groupie,2010,"She'll Take Care Of The Band"
3749772,Grow!,2011,"Who knew Georgia farmers were so hot!"
3749823,"Growing Out",2009,"He's Growing Insane!"
3749914,"Growing Up in Two Generations",2013,"Life, Love, Tragedy and Hope"
3749963,Grown,2009,"They can do anything so they can do nothing."
3749986,"Grown Ups",2010,"Boys will be boys... some longer than others.,Back Then They Were Too Young To Know Better. Now They Have No Excuse.,Some guys need a little extra time to mature.,Laugh Out Loud Comedy!"
3749989,"Grown Ups 2",2013,"They'll do anything for their families... except grow up.,Summer isn't just for kids,Just because they're a little older doesn't mean they've grown up."
3750002,Growth,2010,"A Killer Step in Evolution,Sometimes the Greatest Enemy Comes From Within"
3750016,GrowthBusters,2011,"Hooked on Growth"
3750105,"GRRF: The Sound of Suicide Postponement",2009,"How far can a classroom hoax go? On 3/5/09, these students found out.,Never, ever trust nervous strangers with laptops."
3750164,"Grudge Match",2013,"De Niro -vs- Stallone,A rivalry 30 years in the making.,When time hits hard, hit harder.,No matter how old you are, come out swinging.,A battle of the ages.,Never give up the fight."
3751263,"Guerrilla Midwife",2010,"Healing the Earth, One Baby at a Time"
3751791,"Guilt & Sentence",2010,"The Truth Will Find You"
3751873,Guilty,2013,"How WIll You Be Judged?"
3752277,"Gulliver's Travels",2010,"Black is the new big,Something big is going down,Ça va être géant! (It's gonna be big!),A magical land. A comedy of epic proportions."
3752460,Gun,2010,"One Gun. Many Lives Lost."
3752526,"Gun Hill Road",2011,"You can't escape who you are"
3752586,"Gun Town",2009,"Draw...or Die"
3752587,"Gun Training with the Non-Aggression Principle, Vol 1",2012,"Peace, Love and Guns."
3752720,"Gunfight at Yuma",2012,"Vengeance Comes Calling"
3752905,"Guns 'n' Hoses: 100 Years of FDNY vs NYPD Baseball",2012,"NY Smoke Eaters vs NY Flat feet engage in 100 Years of Breaking Balls"
3752927,"Guns and Weed: The Road to Freedom",2011,"Because there's no such thing as ""half free."
3752934,"Guns Don't Kill People",2012,"Murder, Money & Multi-Level Marketing."
3753154,"GUPA, Recollections by Vince McCullough",2013,"GUPA is the story of a beloved teacher, Vince McCullough"
3753219,Gurdian,2009,"Demons awaken from unlocked windows"
3753381,Gus,2013,"What's a baby between friends?,What happens when you try to plan ahead and life has something else in mind."
3753843,"Guy with a Camera",2010,"For every aspiring model, there's an aspiring GWC."
3756128,"Hachi: A Dog's Tale",2009,"A true story of faith, devotion and undying love."
3756239,"Hacked Up for Barbecue",2009,"What did YOU do last Halloween?"
3756263,"Hackers Wanted",2009,"In the kingdom of the blind, the one-eyed man is an unacceptable risk."
3756302,"Hacksaw: Documentary of a Psycho Killer",2012,"His name is Dillon Mason... and he lives in Hell!"
3757204,HairBrained,2013,"This is Eli Pettifog. He's got a score to settle, and it's going to get hairy."
3757354,"Haiti Cri De Couer",2011,"as the struggle continues"
3757360,"Haiti Redux",2012,"The earthquake didn't cause a disaster, it revealed one."
3757782,Halation,2013,"A Ghost Story"
3757972,"Half Dead",2013,"They say that true love survives through everything... even death."
3757974,"Half Devil Half Child",2012,"Has contextualization gone too far?,Can you be both Muslim and Christian?"
3757980,"Half Empty",2009,"A dark comedy of coincidence."
3758042,"Half Moon",2010,"There's something more dangerous out in the street's tonight!"
3758131,"Half Way",2010,"Where Broken Roads Intersect"
3758435,"Hall Pass",2011,"One week. No rules.,Good for one week off marriage."
3758616,"Halloween Awakening: The Legacy of Michael Myers",2012,"Sooner or later everyone must face their demon,Evil walks amongst us,A legend revisited,Death has finally returned home"
3758659,"Halloween II",2009,"Family Is Forever,You can run. You can hide. Or, you can fight... LIKE HELL.,They survived the terror...but they can't escape their destiny."
3758692,"Halloween on 6th Street",2010,"All dressed up. One place to go."
3758703,"Halloween Party",2012,"A woman searches for love on the most deceptive night of the year."
3758798,"Hallows' Eve",2013,"Halloween Will Never Be the Same,They Thought They Had Nothing to Fear. They Were Dead Wrong."
3759183,"Hamba Kahle - Go Well",2009,"26.2 miles is just the first step."
3759315,Hamill,2010,"He knew he could be a champion. They knew he could be much more.,Deaf. Defiant. Determined."
3759505,"Hamlin Pond",2009,"A Ghost Story"
3759672,Hampshire,2009,"Ghosts, mystery, madness, murder and food."
3760133,"Hand 2 Hand",2011,"The Art of Combat"
3760482,"Handmade Nation",2009,"The Rise of DIY Art, Craft, & Design"
3760572,"Hands of God",2010,"Who heals the healer?"
3760661,"Handsome Harry",2009,"Can we ever change the past?"
3760936,Hangman,2009,"""...it''s time to play the game."""
3760993,"Hangover Square",2009,"A Different Kind of Love Story"
3761068,"Hank Danger and the League of Scientists!",2010,"Hank Danger in the City!"
3761069,"Hank Danger and the Riddle Mountain Curse!",2011,"A Hank Danger Whodunit!"
3761115,"Hanlet: Episode 4 & 1/2 - Attack of the Phantom Special",2011,"To shoot first, or not to shoot first--that is the question....,An obsessed Hanlet, an angry Chewpacabbra, a Phantom Special - The Chase Begins...,Backs to the Wall (rumored)"
3761131,Hanna,2011,"Adapt or Die,Young. Sweet. Innocent. Deadly.,Innocence can be deadly."
3761158,"Hanna's Gold",2010,"A long lost treasure map. An adventure of a lifetime..."
3761204,"Hannah Free",2009,"A story about living and loving and letting go."
3761231,"Hannah Montana: The Movie",2009,"She has the best of both worlds... now, she has to pick just one."
3761572,"Hansel & Gretel: Witch Hunters",2013,"Classic Tale New Twist,Revenge is sweeter than candy.,What ever became of Hansel and Gretel? [Scandinavian DVD.]"
3761924,"Happily After",2010,"Love is a matter of perception."
3761972,"Happily N'Ever After 2",2009,"Another Bite @ the Apple."
3762059,"Happiness Runs",2010,"Generation Lost"
3762619,"Happy Endings?",2009,"You can't clap with one hand."
3762956,"Happy New Year",2011,"Everyone deserves a new beginning."
3763047,"Happy Tears",2009,"There's an art to going home without going crazy."
3763222,Happythankyoumoreplease,2010,"Go get yourself loved."
3763551,"Hard Breakers",2010,"The battle of the sexes just got harder."
3764181,"Hardcore Hearts",2011,"The only religion they share is Hardcore"
3764309,Hardflip,2012,"What do you do when your life does a 180?"
3764392,Hardwired,2009,"They stole his past, now he's taking back his future"
3764842,"Harmless Thoughts",2009,"The Greatest Mind Game You Will Ever Play."
3764913,"Harmony and Me",2009,"A physical comedy about yearning"
3765015,"Harold Johnson and the Family Jewels",2012,"A story about a man who does not think and will not listen."
3765350,"Harry Potter and the Deathly Hallows: Part 1",2010,"Trust no one.,It all ends here.,Nowhere is safe.,Part 1 Of The Epic Finale,The end begins.,The hunt begins."
3765351,"Harry Potter and the Deathly Hallows: Part 2",2011,"It All Ends Here,It All Ends,Nowhere Is Safe,The Last Enemy Is Death"
3765361,"Harry Potter and the Half-Blood Prince",2009,"Once again I must ask too much of you, Harry.,Dark secrets revealed."
3766457,"Hatchet II",2010,"Victor Crowley Lives Again,Hold on to all of your pieces."
3766460,"Hatchet III",2013,"Some Legends Never Die,This Legend Never Dies"
3766586,"Hateship Loveship",2013,"Dare to care."
3766632,"Hating Breitbart",2012,"You can judge a man by his enemies ..."
3767082,"Haunted Snug Harbor",2011,"The True Legacy of Captain Randall."
3767311,"Hava Nagila: The Movie",2012,"The song you thought you knew. The story you won't believe."
3767626,"Haven Hill",2013,"Nothing is ever black and white"
3767788,"Hawaii Beaches and Reefs",2013,"The most beautiful beaches in the world"
